"Can you track ""incognito browsing"" in Chrome?",information,7,"[('Can', 'MD'), ('you', 'PRP'), ('track', 'VB'), ('incognito', 'JJ'), ('browsing', 'NN'), ('in', 'IN'), ('Chrome', 'NNP')]",0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Does a black hole have mass?,information,6,"[('Does', 'VBZ'), ('a', 'DT'), ('black', 'JJ'), ('hole', 'NN'), ('have', 'VBP'), ('mass', 'NN')]",0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Does Mexico have a wall on its southern border?,information,9,"[('Does', 'NNP'), ('Mexico', 'NNP'), ('have', 'VB'), ('a', 'DT'), ('wall', 'NN'), ('on', 'IN'), ('its', 'PRP$'), ('southern', 'JJ'), ('border', 'NN')]",0,0,1,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Does your divorce decree have to use your legal last name to be legal?,information,14,"[('Does', 'VBZ'), ('your', 'PRP$'), ('divorce', 'NN'), ('decree', 'NN'), ('have', 'VBP'), ('to', 'TO'), ('use', 'VB'), ('your', 'PRP$'), ('legal', 'JJ'), ('last', 'JJ'), ('name', 'NN'), ('to', 'TO'), ('be', 'VB'), ('legal', 'JJ')]",0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0
Father of economic?,information,3,"[('Father', 'NNP'), ('of', 'IN'), ('economic', 'JJ')]",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find the remainder when [math]23^{24}[/math] is divided by 24  23?,information,13,"[('Find', 'IN'), ('the', 'DT'), ('remainder', 'NN'), ('when', 'WRB'), ('math', 'NN'), ('23', 'CD'), ('24', 'CD'), ('math', 'NN'), ('is', 'VBZ'), ('divided', 'VBN'), ('by', 'IN'), ('24', 'CD'), ('23', 'CD')]",0,4,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Has anybody run the MEEP software on a Windows platform?,information,10,"[('Has', 'NNP'), ('anybody', 'NN'), ('run', 'VB'), ('the', 'DT'), ('MEEP', 'NNP'), ('software', 'NN'), ('on', 'IN'), ('a', 'DT'), ('Windows', 'NNP'), ('platform', 'NN')]",0,0,2,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Has Apple illegally uploaded 200 000 Turkish songs to Apple Music?,information,11,"[('Has', 'NNP'), ('Apple', 'NNP'), ('illegally', 'RB'), ('uploaded', 'VBD'), ('200', 'CD'), ('000', 'CD'), ('Turkish', 'JJ'), ('songs', 'NNS'), ('to', 'TO'), ('Apple', 'NNP'), ('Music', 'NNP')]",0,2,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
How can a bad proportioning valve be fixed?,information,8,"[('How', 'WRB'), ('can', 'MD'), ('a', 'DT'), ('bad', 'JJ'), ('proportioning', 'NN'), ('valve', 'NN'), ('be', 'VB'), ('fixed', 'VBN')]",0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
How can a student with visa get to college in US?,information,11,"[('How', 'WRB'), ('can', 'MD'), ('a', 'DT'), ('student', 'NN'), ('with', 'IN'), ('visa', 'JJ'), ('get', 'NN'), ('to', 'TO'), ('college', 'NN'), ('in', 'IN'), ('US', 'NNP')]",0,0,1,0,0,2,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
How can I disable the new features of Android studio 2.2?,information,12,"[('How', 'WRB'), ('can', 'MD'), ('I', 'PRP'), ('disable', 'VB'), ('the', 'DT'), ('new', 'JJ'), ('features', 'NNS'), ('of', 'IN'), ('Android', 'NNP'), ('studio', 'NN'), ('2', 'CD'), ('2', 'CD')]",0,2,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
How can I find who is calling me from a restricted number?,information,12,"[('How', 'WRB'), ('can', 'MD'), ('I', 'PRP'), ('find', 'VB'), ('who', 'WP'), ('is', 'VBZ'), ('calling', 'VBG'), ('me', 'PRP'), ('from', 'IN'), ('a', 'DT'), ('restricted', 'VBN'), ('number', 'NN')]",0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0
How can I gain weight on my body?,information,8,"[('How', 'WRB'), ('can', 'MD'), ('I', 'PRP'), ('gain', 'VB'), ('weight', 'NN'), ('on', 'IN'), ('my', 'PRP$'), ('body', 'NN')]",0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
How can I get my neighbor's WiFi password using an app?,information,12,"[('How', 'WRB'), ('can', 'MD'), ('I', 'PRP'), ('get', 'VB'), ('my', 'PRP$'), ('neighbor', 'NN'), ('s', 'NN'), ('WiFi', 'NNP'), ('password', 'NN'), ('using', 'VBG'), ('an', 'DT'), ('app', 'NN')]",0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
How can I start automation testing after getting 1 year of experience in manual testing?,information,15,"[('How', 'WRB'), ('can', 'MD'), ('I', 'PRP'), ('start', 'VB'), ('automation', 'NN'), ('testing', 'VBG'), ('after', 'IN'), ('getting', 'VBG'), ('1', 'CD'), ('year', 'NN'), ('of', 'IN'), ('experience', 'NN'), ('in', 'IN'), ('manual', 'JJ'), ('testing', 'NN')]",0,1,0,0,0,3,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
How can you calculate the pH of concentrated sulfuric acid?,information,10,"[('How', 'WRB'), ('can', 'MD'), ('you', 'PRP'), ('calculate', 'VB'), ('the', 'DT'), ('pH', 'NN'), ('of', 'IN'), ('concentrated', 'JJ'), ('sulfuric', 'JJ'), ('acid', 'NN')]",0,0,1,0,0,1,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
How can you check your Capital One credit card application status?,information,11,"[('How', 'WRB'), ('can', 'MD'), ('you', 'PRP'), ('check', 'VB'), ('your', 'PRP$'), ('Capital', 'NNP'), ('One', 'NNP'), ('credit', 'NN'), ('card', 'NN'), ('application', 'NN'), ('status', 'NN')]",0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
How can you play a Blu Ray DVD on a regular DVD player?,information,13,"[('How', 'WRB'), ('can', 'MD'), ('you', 'PRP'), ('play', 'VB'), ('a', 'DT'), ('Blu', 'NNP'), ('Ray', 'NNP'), ('DVD', 'NNP'), ('on', 'IN'), ('a', 'DT'), ('regular', 'JJ'), ('DVD', 'NNP'), ('player', 'NN')]",0,0,2,0,0,1,1,0,0,0,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
How did the Ted Cruz speech compare to the others at the Republican National Convention?,information,15,"[('How', 'WRB'), ('did', 'VBD'), ('the', 'DT'), ('Ted', 'NNP'), ('Cruz', 'NNP'), ('speech', 'NN'), ('compare', 'NN'), ('to', 'TO'), ('the', 'DT'), ('others', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('Republican', 'NNP'), ('National', 'NNP'), ('Convention', 'NNP')]",0,0,3,0,0,1,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
How do I apply for a PAN card?,information,8,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('apply', 'VB'), ('for', 'IN'), ('a', 'DT'), ('PAN', 'NNP'), ('card', 'NN')]",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I get rid of tiny black bugs in my bed?,information,12,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('get', 'VB'), ('rid', 'JJ'), ('of', 'IN'), ('tiny', 'JJ'), ('black', 'JJ'), ('bugs', 'NNS'), ('in', 'IN'), ('my', 'PRP$'), ('bed', 'NN')]",0,0,0,0,0,2,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I increase my height at the age of 26?,information,11,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('increase', 'VB'), ('my', 'PRP$'), ('height', 'NN'), ('at', 'IN'), ('the', 'DT'), ('age', 'NN'), ('of', 'IN'), ('26', 'CD')]",0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I make chicken biriyani?,information,6,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('make', 'VB'), ('chicken', 'NN'), ('biriyani', 'NN')]",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I make website like fmovies.to?,information,8,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('make', 'VB'), ('website', 'NN'), ('like', 'IN'), ('fmovies', 'NNS'), ('to', 'TO')]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
How do I solve (x-a) (x-b) (x-c)?,information,10,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('solve', 'VB'), ('x', 'FW'), ('a', 'DT'), ('x', 'NN'), ('b', 'NN'), ('x', 'NNP'), ('c', 'NN')]",0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I use Muller’s method to determine the positive real root of (a) A? (x) = x3 + x2 - 3x - 5 (b) A? (x) = x3 â€“ 0.5x2 + 4x â€“ 3?,information,31,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('use', 'VB'), ('Muller', 'NNP'), ('s', 'NN'), ('method', 'NN'), ('to', 'TO'), ('determine', 'VB'), ('the', 'DT'), ('positive', 'JJ'), ('real', 'JJ'), ('root', 'NN'), ('of', 'IN'), ('a', 'DT'), ('A', 'NNP'), ('x', 'NN'), ('x3', 'NNP'), ('x2', 'VBD'), ('3x', 'CD'), ('5', 'CD'), ('b', 'NN'), ('A', 'NNP'), ('x', 'NNP'), ('x3', 'NNP'), ('â', 'VBD'), ('0', 'CD'), ('5x2', 'CD'), ('4x', 'CD'), ('â', 'NNS'), ('3', 'CD')]",0,6,2,0,0,1,2,0,0,0,0,5,1,6,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,1,0
How do you calculate the side length of an octagon?,information,10,"[('How', 'WRB'), ('do', 'VB'), ('you', 'PRP'), ('calculate', 'VB'), ('the', 'DT'), ('side', 'NN'), ('length', 'NN'), ('of', 'IN'), ('an', 'DT'), ('octagon', 'NN')]",0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
How do you diagnose antisocial personality disorder?,information,7,"[('How', 'WRB'), ('do', 'VB'), ('you', 'PRP'), ('diagnose', 'VB'), ('antisocial', 'JJ'), ('personality', 'NN'), ('disorder', 'NN')]",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
How do you know if a molecule has a single  double  or triple bond?,information,14,"[('How', 'WRB'), ('do', 'VB'), ('you', 'PRP'), ('know', 'VB'), ('if', 'IN'), ('a', 'DT'), ('molecule', 'NN'), ('has', 'VBZ'), ('a', 'DT'), ('single', 'JJ'), ('double', 'NN'), ('or', 'CC'), ('triple', 'JJ'), ('bond', 'NN')]",1,0,2,0,0,1,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0
How do you troubleshoot a Toshiba laptop?,information,7,"[('How', 'WRB'), ('do', 'VB'), ('you', 'PRP'), ('troubleshoot', 'VB'), ('a', 'DT'), ('Toshiba', 'NNP'), ('laptop', 'NN')]",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
How does cash deposit work?,information,5,"[('How', 'WRB'), ('does', 'VBZ'), ('cash', 'NN'), ('deposit', 'NN'), ('work', 'NN')]",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
How does Facebook choose who shows up in the chat sidebar?,information,11,"[('How', 'WRB'), ('does', 'VBZ'), ('Facebook', 'NNP'), ('choose', 'VB'), ('who', 'WP'), ('shows', 'VBZ'), ('up', 'RP'), ('in', 'IN'), ('the', 'DT'), ('chat', 'NN'), ('sidebar', 'NN')]",0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0
How does Quora determine how many views an answer gets?,information,10,"[('How', 'WRB'), ('does', 'VBZ'), ('Quora', 'NNP'), ('determine', 'VB'), ('how', 'WRB'), ('many', 'JJ'), ('views', 'NNS'), ('an', 'DT'), ('answer', 'NN'), ('gets', 'VBZ')]",0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0
How does Russian politics affect Australia and New Zealand?,information,9,"[('How', 'WRB'), ('does', 'VBZ'), ('Russian', 'JJ'), ('politics', 'NNS'), ('affect', 'VBP'), ('Australia', 'NNP'), ('and', 'CC'), ('New', 'NNP'), ('Zealand', 'NNP')]",1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
How does the burning of fossil fuels contribute to global warming?,information,11,"[('How', 'WRB'), ('does', 'VBZ'), ('the', 'DT'), ('burning', 'NN'), ('of', 'IN'), ('fossil', 'JJ'), ('fuels', 'NNS'), ('contribute', 'VBP'), ('to', 'TO'), ('global', 'JJ'), ('warming', 'NN')]",0,0,1,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
How easy is it to get the Australian permanent residency for an Indian citizen?,information,14,"[('How', 'WRB'), ('easy', 'JJ'), ('is', 'VBZ'), ('it', 'PRP'), ('to', 'TO'), ('get', 'VB'), ('the', 'DT'), ('Australian', 'JJ'), ('permanent', 'NN'), ('residency', 'NN'), ('for', 'IN'), ('an', 'DT'), ('Indian', 'JJ'), ('citizen', 'NN')]",0,0,2,0,0,1,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
How is the average speed of gas molecules determined?,information,9,"[('How', 'WRB'), ('is', 'VBZ'), ('the', 'DT'), ('average', 'JJ'), ('speed', 'NN'), ('of', 'IN'), ('gas', 'NN'), ('molecules', 'NNS'), ('determined', 'VBD')]",0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
How is throat dryness related to diabetes?,information,7,"[('How', 'WRB'), ('is', 'VBZ'), ('throat', 'JJ'), ('dryness', 'RB'), ('related', 'VBN'), ('to', 'TO'), ('diabetes', 'NNS')]",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
How long does jaundice last in adults?,information,7,"[('How', 'WRB'), ('long', 'JJ'), ('does', 'VBZ'), ('jaundice', 'NN'), ('last', 'JJ'), ('in', 'IN'), ('adults', 'NNS')]",0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
How many keywords are there in the Racket programming language of the latest version?,information,14,"[('How', 'WRB'), ('many', 'JJ'), ('keywords', 'NNS'), ('are', 'VBP'), ('there', 'RB'), ('in', 'IN'), ('the', 'DT'), ('Racket', 'NNP'), ('programming', 'NN'), ('language', 'NN'), ('of', 'IN'), ('the', 'DT'), ('latest', 'JJS'), ('version', 'NN')]",0,0,2,0,0,2,1,0,1,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
How much do you earn in interest if you put $1 million in a U.S. bank?,information,17,"[('How', 'WRB'), ('much', 'JJ'), ('do', 'VBP'), ('you', 'PRP'), ('earn', 'VB'), ('in', 'IN'), ('interest', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('put', 'VBP'), ('1', 'CD'), ('million', 'CD'), ('in', 'IN'), ('a', 'DT'), ('U', 'NNP'), ('S', 'NNP'), ('bank', 'NN')]",0,2,1,0,0,3,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
How much is the advance deposit limits of the chairman of rural cooperative bank?,information,14,"[('How', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('advance', 'JJ'), ('deposit', 'NN'), ('limits', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('chairman', 'NN'), ('of', 'IN'), ('rural', 'JJ'), ('cooperative', 'JJ'), ('bank', 'NN')]",0,0,2,0,0,2,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
How much will it cost to maintain an e-commerce website in a year?,information,14,"[('How', 'WRB'), ('much', 'RB'), ('will', 'MD'), ('it', 'PRP'), ('cost', 'VB'), ('to', 'TO'), ('maintain', 'VB'), ('an', 'DT'), ('e', 'NN'), ('commerce', 'NN'), ('website', 'NN'), ('in', 'IN'), ('a', 'DT'), ('year', 'NN')]",0,0,2,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0
How one can get into Indian foreign services and Indian forests services? What is the criteria and what work one is supposed to do?,information,24,"[('How', 'WRB'), ('one', 'CD'), ('can', 'MD'), ('get', 'VB'), ('into', 'IN'), ('Indian', 'JJ'), ('foreign', 'JJ'), ('services', 'NNS'), ('and', 'CC'), ('Indian', 'JJ'), ('forests', 'NNS'), ('services', 'NNS'), ('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('criteria', 'NNS'), ('and', 'CC'), ('what', 'WP'), ('work', 'NN'), ('one', 'CD'), ('is', 'VBZ'), ('supposed', 'VBN'), ('to', 'TO'), ('do', 'VB')]",2,2,1,0,0,1,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,2,0,1,0
How stealthy is the F-22 Raptor?,information,7,"[('How', 'WRB'), ('stealthy', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('F', 'NNP'), ('22', 'CD'), ('Raptor', 'NNP')]",0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
I have a laptop and a CPU (only CPU no monitor).i want to copy data from CPU to laptop.is it possible.if yes  how?,information,26,"[('I', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('laptop', 'NN'), ('and', 'CC'), ('a', 'DT'), ('CPU', 'NNP'), ('only', 'RB'), ('CPU', 'NNP'), ('no', 'DT'), ('monitor', 'NN'), ('i', 'NN'), ('want', 'VBP'), ('to', 'TO'), ('copy', 'VB'), ('data', 'NNS'), ('from', 'IN'), ('CPU', 'NNP'), ('to', 'TO'), ('laptop', 'VB'), ('is', 'VBZ'), ('it', 'PRP'), ('possible', 'JJ'), ('if', 'IN'), ('yes', 'UH'), ('how', 'WRB')]",1,0,3,0,0,2,1,0,0,0,0,3,1,3,0,0,0,2,0,1,0,0,0,2,1,2,0,0,0,2,1,0,0,0,1,0
In accounting  why do we debit expenses and credit revenues?,information,10,"[('In', 'IN'), ('accounting', 'VBG'), ('why', 'WRB'), ('do', 'VBP'), ('we', 'PRP'), ('debit', 'VB'), ('expenses', 'NNS'), ('and', 'CC'), ('credit', 'NN'), ('revenues', 'NNS')]",1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
In how many ways 12 apples can be distributed among 4 children such that every child gets at least 2 apples?,information,21,"[('In', 'IN'), ('how', 'WRB'), ('many', 'JJ'), ('ways', 'NNS'), ('12', 'CD'), ('apples', 'NNS'), ('can', 'MD'), ('be', 'VB'), ('distributed', 'VBN'), ('among', 'IN'), ('4', 'CD'), ('children', 'NNS'), ('such', 'JJ'), ('that', 'IN'), ('every', 'DT'), ('child', 'NN'), ('gets', 'VBZ'), ('at', 'IN'), ('least', 'JJS'), ('2', 'CD'), ('apples', 'NNS')]",0,3,1,0,0,4,2,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
